# mapping_set_id: https://w3id.org/commons/ols/mappings/efo.ols.sssom.tsv
# mapping_set_group: ols_sssom_extracts
# mapping_set_confidence: '0.7'
# mapping_provider: https://www.ebi.ac.uk/ols4/ontologies/efo
# mapping_tool: https://www.ebi.ac.uk/ols4
# mapping_set_title: OLS extracted EFO mappings
# mapping_set_description: These mappings were extracted during the OLS dataload from EFO
# mapping_date: '2026-07-27'
# other:
#   local_id: efo.ols
#   prefix: EFO
#   ontology: Experimental Factor Ontology (EFO)
# local_name: efo.ols.sssom.tsv
# curie_map:
#   semapv: https://w3id.org/semapv/vocab/
#   owl: http://www.w3.org/2002/07/owl#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   skos: http://www.w3.org/2004/02/skos/core#
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   chebi: http://purl.obolibrary.org/obo/chebi/
#   inchi: 'https://bioregistry.io/inchi:'
#   inchikey: 'https://bioregistry.io/inchikey:'
#   smiles: 'https://bioregistry.io/smiles:'
#   EFO: http://www.ebi.ac.uk/efo/EFO_
#   MO: https://mged.sourceforge.net/ontologies/MGEDontology.php#
#   NCBITaxon: http://purl.obolibrary.org/obo/NCBITaxon_
#   MedDRA: https://bioportal.bioontology.org/ontologies/MEDDRA?p=classes&conceptid=
#   NCIt: http://purl.obolibrary.org/obo/NCIT_
#   OMIM: https://omim.org/entry/
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   BTO: http://purl.obolibrary.org/obo/BTO_
#   DOID: http://purl.obolibrary.org/obo/DOID_
#   MESH: http://id.nlm.nih.gov/mesh/
#   SNOMEDCT: http://purl.bioontology.org/ontology/SNOMEDCT/
#   FBbt: 'http://flybase.org/cgi-bin/fbcvq.html?query=FBbt:'
#   UBERON: http://purl.obolibrary.org/obo/UBERON_
#   GO: http://purl.obolibrary.org/obo/GO_
#   BFO: http://purl.obolibrary.org/obo/BFO_
#   OBI: http://purl.obolibrary.org/obo/OBI_
#   ICD10: https://icd.who.int/browse10/2019/en#/
#   IAO: http://purl.obolibrary.org/obo/IAO_
#   CHEBI: http://purl.obolibrary.org/obo/CHEBI_
#   CL: http://purl.obolibrary.org/obo/CL_
#   PMID: https://pubmed.ncbi.nlm.nih.gov/
#   Wikipedia: http://en.wikipedia.org/wiki/
#   NCIT: http://purl.obolibrary.org/obo/NCIT_
#   Orphanet: http://www.orpha.net/ORDO/Orphanet_
#   SCTID: http://purl.bioontology.org/ontology/SNOMEDCT/
#   NCIm: http://ncim.nci.nih.gov/ncimbrowser/ConceptReport.jsp?dictionary=NCI%20MetaThesaurus&code=
#   MAT: http://purl.obolibrary.org/obo/MAT_
#   MA: 'http://www.informatics.jax.org/searches/AMA.cgi?id=MA:'
#   TGMA: http://purl.obolibrary.org/obo/TGMA_
#   ZFA: 'https://zfin.org/action/ontology/term/ZFA:'
#   TAO: http://purl.obolibrary.org/obo/TAO_
#   EV: http://purl.obolibrary.org/obo/EV_
#   FMA: 'https://www.ebi.ac.uk/ols4/ontologies/fma/terms?obo_id=FMA:'
#   XAO: http://purl.obolibrary.org/obo/XAO_
#   AAO: http://purl.obolibrary.org/obo/AAO_
#   TADS: http://purl.obolibrary.org/obo/TADS_
#   WBbt: http://www.wormbase.org/get?name=
#   PO: 'http://browser.planteome.org/amigo/term/PO:'
#   ZEA: http://purl.obolibrary.org/obo/ZEA_
#   PO_2: http://purl.obolibrary.org/obo/PO_
#   RRID: 'https://scicrunch.org/resolver/RRID:'
#   CLO: http://purl.obolibrary.org/obo/CLO_
#   PATO: http://purl.obolibrary.org/obo/PATO_
#   FBdv: 'http://flybase.org/cgi-bin/fbcvq.html?query=FBdv:'
#   WBls: http://www.wormbase.org/get?name=
#   ZFS: http://purl.obolibrary.org/obo/ZFS_
#   EHDAA: http://purl.obolibrary.org/obo/EHDAA_
#   EMAPA: 'http://www.informatics.jax.org/vocab/gxd/anatomy/EMAPA:'
#   MFO: http://purl.obolibrary.org/obo/MFO_
#   JAX: https://www.jax.org/strain/
#   RGD: https://rgd.mcw.edu/rgdweb/search/search.html?term=
#   atcc: https://www.atcc.org/products/
#   UO: http://purl.obolibrary.org/obo/UO_
#   MP: http://purl.obolibrary.org/obo/MP_
#   IDOMAL: http://purl.obolibrary.org/obo/IDOMAL_
#   HP: http://purl.obolibrary.org/obo/HP_
#   pr: https://purl.obolibrary.org/obo/PR_
#   DSSTox_Generic_SID: https://pubchem.ncbi.nlm.nih.gov/substance/
#   CASRN: https://commonchemistry.cas.org/detail?cas_rn=
#   DSSTox_CID: https://pubchem.ncbi.nlm.nih.gov/compound/
#   ICD9: http://www.icd9data.com/getICD9Code.ashx?icd9=
#   chebi_2: 'http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:'
#   UMLS: https://uts.nlm.nih.gov/uts/umls/concept/
#   uniprot: http://purl.uniprot.org/uniprot/
#   CMO: http://purl.obolibrary.org/obo/CMO_
#   coriell: http://ccr.coriell.org/Sections/Search/Sample_Detail.aspx?Ref=
#   ATC_code: http://www.whocc.no/atc_ddd_index/?code=
#   MmusDv: http://purl.obolibrary.org/obo/MmusDv_
#   GO_2: 'http://amigo.geneontology.org/amigo/term/GO:'
#   ATCC: https://www.atcc.org/products/
#   OGMS: http://purl.obolibrary.org/obo/OGMS_
#   OBA: http://purl.obolibrary.org/obo/OBA_
#   ERO: http://purl.obolibrary.org/obo/ERO_
#   BAO: http://www.bioassayontology.org/bao#BAO_
#   FBDV: 'http://flybase.org/cgi-bin/fbcvq.html?query=FBdv:'
#   HsapDv: http://purl.obolibrary.org/obo/HsapDv_
#   doi: http://dx.doi.org/
#   pubchem.compound: https://pubchem.ncbi.nlm.nih.gov/compound/
#   OMIMPS: https://omim.org/MIM:PS
#   cmo: http://purl.obolibrary.org/obo/CMO_
#   ncit: http://purl.obolibrary.org/obo/NCIT_
#   orcid: https://orcid.org/
#   mpath: http://purl.obolibrary.org/obo/MPATH_
#   ogms: http://purl.obolibrary.org/obo/OGMS_
#   omit: http://purl.obolibrary.org/obo/OMIT_
#   OAE: http://purl.obolibrary.org/obo/OAE_
#   snomedct: http://purl.bioontology.org/ontology/SNOMEDCT/
#   Reactome: https://www.reactome.org/content/detail/
#   mondo: http://purl.obolibrary.org/obo/MONDO_
#   HMDB: http://www.hmdb.ca/metabolites/
#   SYMP: http://purl.obolibrary.org/obo/SYMP_
#   OMIT: http://purl.obolibrary.org/obo/OMIT_
#   CHMO: http://purl.obolibrary.org/obo/CHMO_
#   PRIDE: http://purl.obolibrary.org/obo/PRIDE_
#   MEDGEN: https://www.ncbi.nlm.nih.gov/medgen/
#   MedGen: https://www.ncbi.nlm.nih.gov/medgen/
#   ORCID: https://orcid.org/
#   hpscreg: https://hpscreg.eu/cell-line/
#   jaxmice: https://www.jax.org/strain/
#   enm: http://purl.enanomapper.org/onto/ENM_
#   ENM: http://purl.enanomapper.org/onto/ENM_
#   NPO: http://purl.bioontology.org/ontology/npo#NPO_
#   TXPO: http://purl.obolibrary.org/obo/TXPO_
#   ICD10CM: https://www.icd10data.com/search?s=
#   Medgen: https://www.ncbi.nlm.nih.gov/medgen/
#   MGI: http://www.informatics.jax.org/accession/
#   FBcv: http://purl.obolibrary.org/obo/FBcv_
#   CAS: https://commonchemistry.cas.org/detail?cas_rn=
#   PubChem: https://pubchem.ncbi.nlm.nih.gov/compound/
#   TGEMO: http://gemma.msl.ubc.ca/ont/TGEMO_
#   SNOMED: http://purl.bioontology.org/ontology/SNOMEDCT/
#   MPATH: http://purl.obolibrary.org/obo/MPATH_
#   INO: http://purl.obolibrary.org/obo/INO_
#   ADO: http://purl.obolibrary.org/obo/ADO_
#   ukbiobank.field: https://biobank.ndph.ox.ac.uk/crystal/field.cgi?id=
#   ukbiobank.category: https://biobank.ndph.ox.ac.uk/showcase/label.cgi?id=
#   PR: https://purl.obolibrary.org/obo/PR_
#   scdo: http://purl.obolibrary.org/obo/SCDO_
#   T3DB: http://www.t3db.org/toxins/
#   MI: http://purl.obolibrary.org/obo/MI_
#   BSPO: http://purl.obolibrary.org/obo/BSPO_
#   ORDO: http://www.orpha.net/ORDO/Orphanet_
#   RO: http://purl.obolibrary.org/obo/RO_
subject_id	predicate_id	object_id	mapping_justification	subject_label	object_label
EFO:0000001	oboInOwl:hasDbXref	MO:10	semapv:UnspecifiedMatching	experimental factor	
EFO:0000002	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57511	Arabidopsis thaliana
EFO:0000003	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57512	Arabidopsis thaliana
EFO:0000004	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57515	Arabidopsis thaliana
EFO:0000005	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57520	Arabidopsis thaliana
EFO:0000006	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57521	Arabidopsis thaliana
EFO:0000007	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57537	Arabidopsis thaliana
EFO:0000008	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57541	Arabidopsis thaliana
EFO:0000009	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57543	Arabidopsis thaliana
EFO:0000010	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57544	Arabidopsis thaliana
EFO:0000011	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57548	Arabidopsis thaliana
EFO:0000012	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57549	Arabidopsis thaliana
EFO:0000013	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57551	Arabidopsis thaliana
EFO:0000014	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57556	Arabidopsis thaliana
EFO:0000015	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57560	Arabidopsis thaliana
EFO:0000016	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57563	Arabidopsis thaliana
EFO:0000017	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57569	Arabidopsis thaliana
EFO:0000018	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57570	Arabidopsis thaliana
EFO:0000019	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57572	Arabidopsis thaliana
EFO:0000020	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57580	Arabidopsis thaliana
EFO:0000021	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57581	Arabidopsis thaliana
EFO:0000022	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57583	Arabidopsis thaliana
EFO:0000023	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57586	Arabidopsis thaliana
EFO:0000024	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57587	Arabidopsis thaliana
EFO:0000025	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57591	Arabidopsis thaliana
EFO:0000026	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57595	Arabidopsis thaliana
EFO:0000027	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57596	Arabidopsis thaliana
EFO:0000028	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57598	Arabidopsis thaliana
EFO:0000029	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57601	Arabidopsis thaliana
EFO:0000030	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57603	Arabidopsis thaliana
EFO:0000031	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57606	Arabidopsis thaliana
EFO:0000032	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57610	Arabidopsis thaliana
EFO:0000033	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57615	Arabidopsis thaliana
EFO:0000034	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57616	Arabidopsis thaliana
EFO:0000035	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57618	Arabidopsis thaliana
EFO:0000036	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57619	Arabidopsis thaliana
EFO:0000037	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57620	Arabidopsis thaliana
EFO:0000038	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57621	Arabidopsis thaliana
EFO:0000039	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57622	Arabidopsis thaliana
EFO:0000040	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57624	Arabidopsis thaliana
EFO:0000041	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57625	Arabidopsis thaliana
EFO:0000042	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57626	Arabidopsis thaliana
EFO:0000043	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57627	Arabidopsis thaliana
EFO:0000044	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57628	Arabidopsis thaliana
EFO:0000045	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57629	Arabidopsis thaliana
EFO:0000046	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57630	Arabidopsis thaliana
EFO:0000047	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57631	Arabidopsis thaliana
EFO:0000048	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57637	Arabidopsis thaliana
EFO:0000049	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57641	Arabidopsis thaliana
EFO:0000050	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57644	Arabidopsis thaliana
EFO:0000051	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57646	Arabidopsis thaliana
EFO:0000052	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57648	Arabidopsis thaliana
EFO:0000053	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57655	Arabidopsis thaliana
EFO:0000054	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57658	Arabidopsis thaliana
EFO:0000055	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57660	Arabidopsis thaliana
EFO:0000056	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57663	Arabidopsis thaliana
EFO:0000057	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57664	Arabidopsis thaliana
EFO:0000058	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57666	Arabidopsis thaliana
EFO:0000059	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57671	Arabidopsis thaliana
EFO:0000060	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57677	Arabidopsis thaliana
EFO:0000061	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57691	Arabidopsis thaliana
EFO:0000062	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57692	Arabidopsis thaliana
EFO:0000063	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57699	Arabidopsis thaliana
EFO:0000064	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57701	Arabidopsis thaliana
EFO:0000065	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57704	Arabidopsis thaliana
EFO:0000066	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57705	Arabidopsis thaliana
EFO:0000067	rdfs:subClassOf	NCBITaxon:3702	semapv:UnspecifiedMatching	CS57706	Arabidopsis thaliana
